food|lat|lon
waffle|52.3667645957|4.89436313108
apple|52.36926|4.89298
pie|52.36926|4.89298
cinnamon|52.36926|4.89298
vegetarian|52.36926|4.89298
apple pie|52.36926|4.89298
croissant|52.3695833253|4.9065008931
yogurt|52.3695833253|4.9065008931
fruit|52.3695833253|4.9065008931
sandwich|52.388924268|4.87969386774
pumpkin|52.388924268|4.87969386774
sushi|52.3617838145|4.93956648506
apple|52.3789987708|4.88641616586
tart|52.3789987708|4.88641616586
steak|52.3665356465|4.89513121613
meat|52.3665356465|4.89513121613
cream|52.37489|4.89427
whipped cream|52.37489|4.89427
coffee|52.3527045905|4.89141715443
banana|52.3712715755|4.89363100047
bacon|52.3712715755|4.89363100047
syrup|52.3712715755|4.89363100047
apple|52.36926|4.89298
pie|52.36926|4.89298
quiche|52.36926|4.89298
apple pie|52.36926|4.89298
tea|52.3638967524|4.91086885769
cappuccino|52.37718|4.88867
orange|52.376099436|4.91154953122
strawberry|52.376099436|4.91154953122
banana|52.376099436|4.91154953122
egg|52.3515573|4.8916078
chorizo|52.3515573|4.8916078
ramen|52.362358184|4.883045494
soup|52.362358184|4.883045494
spinach|52.362358184|4.883045494
wine|52.3704177966|4.89287016948
chips|52.36677|4.89358
mayonnaise|52.36677|4.89358
bacon|52.3712715755|4.89363100047
banana|52.3712715755|4.89363100047
cheese|52.3636121|4.8835585
coffee|52.3518119|4.8561566
mint|52.3518119|4.8561566
tea|52.3518119|4.8561566
cappuccino|52.3518119|4.8561566
bacon|52.3775918|4.8862557
banana|52.3775918|4.8862557
pancake|52.3775918|4.8862557
syrup|52.3775918|4.8862557
banana|52.3546924896|4.89347887742
bread|52.3546924896|4.89347887742
banana bread|52.3546924896|4.89347887742
water|52.3494699|5.01002
scone|52.374911|4.8977569
courgette|52.3494699|5.01002
eggs|52.3527045905|4.89141715443
avocado|52.3527045905|4.89141715443
coconut|52.3527045905|4.89141715443
cheese|52.3527045905|4.89141715443
yoghurt|52.3527045905|4.89141715443
fruit|52.3527045905|4.89141715443
lime|52.3527045905|4.89141715443
fruit|52.3494699|5.01002
fruit|52.3494699|5.01002
omelette|52.3494699|5.01002
feta|52.3494699|5.01002
cherry|52.3494699|5.01002
avocado|52.3494699|5.01002
avocado|52.3494699|5.01002
quiche|52.3494699|5.01002
salad|52.3494699|5.01002
water|52.3494699|5.01002
egg|52.3806472753|4.88433137207
cheese|52.3806472753|4.88433137207
spinach|52.3806472753|4.88433137207
avocado|52.3806472753|4.88433137207
bread|52.3806472753|4.88433137207
coffee|52.3745213825|4.8893770055
cappuccino|52.3745213825|4.8893770055
cinnamon|52.3494699|5.01002
pancake|52.3494699|5.01002
courgette|52.3494699|5.01002
sandwich|52.3710155|4.8570873
fish|52.3710155|4.8570873
egg|52.3710155|4.8570873
bread|52.3710155|4.8570873
coffee|52.3710155|4.8570873
coffee|52.3710155|4.8570873
pepper|52.3494699|5.01002
paprika|52.3494699|5.01002
quinoa|52.3494699|5.01002
rice|52.3494699|5.01002
fruit|52.3494699|5.01002
orange|52.3494699|5.01002
carrot|52.3494699|5.01002
salad|52.3494699|5.01002
paprika|52.3494699|5.01002
lobster|52.35691|4.91783
seafood|52.35691|4.91783
coffee|52.3736343|4.8858509
meat|52.3736343|4.8858509
bacon|52.3736343|4.8858509
coffee|52.37216|4.89468
rendang|52.3494699|5.01002
rijsttafel|52.3617187075|4.88358824803
rice|52.3617187075|4.88358824803
pizza|52.36793|4.84402
mozzarella|52.36793|4.84402
olives|52.36793|4.84402
cherry|52.36793|4.84402
tomato|52.36793|4.84402
courgette|52.36793|4.84402
olive|52.36793|4.84402
blueberry|52.3456768833|4.89096377837
strawberry|52.3456768833|4.89096377837
cheesecake|52.3456768833|4.89096377837
salad|52.3494699|5.01002
couscous|52.3494699|5.01002
avocado|52.3494699|5.01002
potatoes|52.3881517938|4.89021742666
pudding|52.3881517938|4.89021742666
yorkshire pudding|52.3881517938|4.89021742666
beer|52.3765923118|4.88431752573
coffee|52.3765923118|4.88431752573
vegetables|52.3881517938|4.89021742666
potatoes|52.3881517938|4.89021742666
waffle|52.3881517938|4.89021742666
avocado|52.3881517938|4.89021742666
fish|52.3494699|5.01002
brownie|52.3494699|5.01002
oatmeal|52.3494699|5.01002
salmon|52.3494699|5.01002
pie|52.3494699|5.01002
courgette|52.3494699|5.01002
salad|52.3494699|5.01002
waffle|52.3881517938|4.89021742666
potato|52.3881517938|4.89021742666
egg|52.3881517938|4.89021742666
meat|52.3881517938|4.89021742666
risotto|52.3494699|5.01002
quinoa|52.3494699|5.01002
quinoa|52.3494699|5.01002
orange|52.3494699|5.01002
salad|52.3494699|5.01002
yoghurt|52.3494699|5.01002
fruit|52.3494699|5.01002
salad|52.3494699|5.01002
fruit salad|52.3494699|5.01002
fish|52.3494699|5.01002
paprika|52.3494699|5.01002
parmesan|52.3494699|5.01002
beef|52.3601791155|4.80814125575
duck|52.3601791155|4.80814125575
pork|52.3601791155|4.80814125575
rice|52.3601791155|4.80814125575
noodles|52.3601791155|4.80814125575
quiche|52.3494699|5.01002
paprika|52.3494699|5.01002
baguette|52.33645|4.87303
soup|52.3568993|4.9324422
salad|52.3568993|4.9324422
pasta|52.37711|4.92023
bacon|52.3748999|4.88373
beer|52.3789987708|4.88641616586
apple|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
cinnamon|52.3789987708|4.88641616586
apple pie|52.3789987708|4.88641616586
orange|52.3800477443|4.80258443405
cheesecake|52.3800477443|4.80258443405
pancake|52.3775918|4.8862557
mozzarella|52.3775918|4.8862557
cheese|52.3775918|4.8862557
pesto|52.3775918|4.8862557
mushrooms|52.3775918|4.8862557
kimchi|52.3775918|4.8862557
tapas|52.35357|4.9325
pork|52.3625593712|4.86182842533
sauce|52.3625593712|4.86182842533
egg|52.3625593712|4.86182842533
beans|52.3625593712|4.86182842533
potato|52.3625593712|4.86182842533
biscuit|52.3625593712|4.86182842533
bacon|52.3806472753|4.88433137207
croquette|52.3758576159|4.90066350438
beef|52.3758576159|4.90066350438
candy|52.3732795715|4.89261674881
bagel|52.365804|4.8859612
tuna|52.365804|4.8859612
cheese|52.365804|4.8859612
orange|52.3546924896|4.89347887742
cheese|52.348486526|4.765489978
sugar|52.3664417497|4.88741821836
butter|52.3664417497|4.88741821836
caramel|52.271256|4.546365
cheese|52.3764034403|4.89677154753
cake|52.3531329283|4.90258437552
apple|52.3724340213|4.88316578939
oatmeal|52.3494699|5.01002
berry|52.3494699|5.01002
coffee|52.3527045905|4.89141715443
paprika|52.3494699|5.01002
carrot|52.3741996621|4.89227196207
cake|52.3741996621|4.89227196207
carrot cake|52.3741996621|4.89227196207
salad|52.36793|4.84402
lettuce|52.36793|4.84402
egg|52.36793|4.84402
parmesan|52.36793|4.84402
cheese|52.36793|4.84402
bread|52.36793|4.84402
caesar salad|52.36793|4.84402
mustard|52.3681887|4.8750479
avocado|52.3681887|4.8750479
taco|52.3681887|4.8750479
cake|52.36926|4.89298
cookie|52.36926|4.89298
taco|52.3681887|4.8750479
avocado|52.3681887|4.8750479
lime|52.3681887|4.8750479
garlic|52.3681887|4.8750479
mushrooms|52.3681887|4.8750479
cheese|52.3681887|4.8750479
sauce|52.3681887|4.8750479
pie|52.3494699|5.01002
oatmeal|52.3494699|5.01002
chocolate|52.3494699|5.01002
chocolate balls|52.3494699|5.01002
curry|52.3494699|5.01002
wine|52.3804240441|4.88580935694
salmon|52.3804240441|4.88580935694
nuts|52.3860397|4.8728199
caramel|52.3860397|4.8728199
brownie|52.3860397|4.8728199
chocolate|52.3860397|4.8728199
raspberry|52.3860397|4.8728199
pastry|52.3860397|4.8728199
cake|52.3860397|4.8728199
apple|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
apple pie|52.3789987708|4.88641616586
pie|52.37035561|4.88331141308
duck|52.3397775244|4.87284898989
ramen|52.3397775244|4.87284898989
noodles|52.3397775244|4.87284898989
coconut|52.3397775244|4.87284898989
curry|52.3397775244|4.87284898989
rijsttafel|52.3535282501|4.85587233781
rice|52.3535282501|4.85587233781
pastry|52.3494699|5.01002
pizza|52.3563409269|4.89752767377
tiramisu|52.3563409269|4.89752767377
chocolate|52.36499932|4.88467066833
caramel|52.36499932|4.88467066833
white chocolate|52.36499932|4.88467066833
butter|52.3775918|4.8862557
sugar|52.3775918|4.8862557
tea|52.37007|4.89287
risotto|52.37007|4.89287
bean|52.37007|4.89287
fish|52.37007|4.89287
beef|52.37007|4.89287
potato|52.37007|4.89287
garlic|52.37007|4.89287
quiche|52.3494699|5.01002
cherry|52.3494699|5.01002
corn|52.3494699|5.01002
potato|52.3494699|5.01002
pepper|52.3494699|5.01002
fruit|52.3494699|5.01002
seaweed|52.3579099|4.87985
sesame|52.3579099|4.87985
sauce|52.3579099|4.87985
veggie burger|52.3579099|4.87985
coleslaw|52.38623|4.87299
ginger|52.38623|4.87299
beer|52.38623|4.87299
sauce|52.38623|4.87299
lemon|52.38623|4.87299
mint|52.38623|4.87299
fried chicken|52.38623|4.87299
pork|52.38623|4.87299
coleslaw|52.38623|4.87299
spareribs|52.38623|4.87299
mozzarella|52.3989887621|4.89316874019
courgette|52.3989887621|4.89316874019
salad|52.3989887621|4.89316874019
avocado|52.3989887621|4.89316874019
pumpkin|52.3989887621|4.89316874019
yoghurt|52.3494699|5.01002
scallops|52.3751866744|4.88661826132
chorizo|52.3751866744|4.88661826132
mussels|52.3751866744|4.88661826132
seafood|52.3751866744|4.88661826132
muffin|52.3494699|5.01002
ham|52.3494699|5.01002
seafood|52.3597107|4.8776941
lobster|52.3597107|4.8776941
oyster|52.3597107|4.8776941
salmon|52.3494699|5.01002
croquette|52.3769599|4.8978
chorizo|52.3720620564|4.89073380066
rice|52.3720620564|4.89073380066
arepa|52.3720620564|4.89073380066
avocado|52.3720620564|4.89073380066
muffin|52.3494699|5.01002
pastry|52.3494699|5.01002
lamb|52.3757862|4.8824466
oyster|52.3555465|4.8707468
fish|52.3700318468|4.89353222116
couscous|52.3700318468|4.89353222116
apple|52.3700318468|4.89353222116
crumble|52.3700318468|4.89353222116
crab|52.3700318468|4.89353222116
salad|52.3700318468|4.89353222116
avocado|52.3700318468|4.89353222116
cookie|52.3800477443|4.80258443405
sandwich|52.3724771|4.8853522
ham|52.3724771|4.8853522
club sandwich|52.3724771|4.8853522
salad|52.3556639|4.880605
beef|52.3657606972|4.89754325078
chips|52.3657606972|4.89754325078
salad|52.3657606972|4.89754325078
yoghurt|52.3494699|5.01002
coffee|52.37757|4.88615
salmon|52.37757|4.88615
pomegranate|52.37757|4.88615
potato|52.37757|4.88615
beans|52.37757|4.88615
pho|52.3551755828|4.89115536286
omelette|52.3494699|5.01002
frites|52.3731|4.8922
bitterballen|52.3731|4.8922
heineken|52.3731|4.8922
steak|52.3571551064|4.9081227
meat|52.3571551064|4.9081227
salad|52.3584|4.88886
sandwich|52.3558831795|4.89285466717
chocolate|52.3671599586|4.892933269
macaron|52.3671599586|4.892933269
steak|52.3840900659|4.86846468731
pepper|52.3840900659|4.86846468731
sauce|52.3840900659|4.86846468731
salad|52.3840900659|4.86846468731
meat|52.3840900659|4.86846468731
wine|52.3665199|4.8908572
cheesesteak|52.3665199|4.8908572
hamburger|52.3724414216|4.88374529202
coconut|52.3724414216|4.88374529202
oil|52.3724414216|4.88374529202
potato|52.3724414216|4.88374529202
sweet potato|52.3724414216|4.88374529202
potatoes|52.3710115924|4.85674657186
spinach|52.3710115924|4.85674657186
egg|52.3710115924|4.85674657186
coffee|52.3802|4.87276
duck|52.3311300833|4.89301009097
honey|52.3311300833|4.89301009097
steak|52.3802|4.87276
tartare|52.3802|4.87276
steak tartare|52.3802|4.87276
pie|52.3624077|4.8748045
coffee|52.3624077|4.8748045
cheesecake|52.3624077|4.8748045
waffle|52.3547994206|4.88250103847
syrup|52.3547994206|4.88250103847
apple|52.35146|4.8478
bacon|52.35146|4.8478
syrup|52.35146|4.8478
steak|52.3518083|4.9029365
beef|52.35631|4.89273
pineapple|52.35631|4.89273
ramen|52.36252|4.88312
soup|52.36252|4.88312
noodles|52.36252|4.88312
pork|52.36252|4.88312
eggs|52.36252|4.88312
mussels|52.36252|4.88312
waffle|52.3739043313|4.8960456351
hazelnut|52.3739043313|4.8960456351
cream|52.3739043313|4.8960456351
ice cream|52.3739043313|4.8960456351
chocolate|52.38095|4.89043
eggs|52.3784676|4.8826461
hummus|52.3784676|4.8826461
chilli|52.37012|4.85145
cheese|52.37012|4.85145
lettuce|52.37012|4.85145
meat|52.37012|4.85145
lemon|52.37012|4.85145
beer|52.37012|4.85145
baguette|52.3802|4.87276
quiche|52.3802|4.87276
coffee|52.3802|4.87276
bouillabaisse|52.3793706142|4.89377611097
veal|52.3793706142|4.89377611097
beetroot|52.3793706142|4.89377611097
butter|52.3793706142|4.89377611097
fish|52.3793706142|4.89377611097
meat|52.3433512|4.8905854
potato|52.3433512|4.8905854
steak|52.3433512|4.8905854
