food|lat|lon
chocolate|52.3755627095|4.89848607692
nutella|52.3755627095|4.89848607692
ramen|52.3701558453|4.88241075816
duck|52.3617838145|4.93956648506
beef|52.3793706142|4.89377611097
herring|52.36735|4.8895
churros|52.3641253113|4.88316855389
nutella|52.3641253113|4.88316855389
risotto|52.3802427663|4.88454581691
potato|52.3697884047|4.88904725211
bacon|52.3697884047|4.88904725211
sausage|52.3697884047|4.88904725211
sausage|52.3703368746|4.88578623609
cheese|52.3703368746|4.88578623609
nachos|52.3703368746|4.88578623609
sauce|52.3703368746|4.88578623609
hot dog|52.3703368746|4.88578623609
lobster|52.3641297418|4.88934359578
steak|52.3641297418|4.88934359578
meat|52.3654629|4.8856113
mushrooms|52.3574028785|4.88994135782
avocado|52.3574028785|4.88994135782
melona|52.35413|4.9978999
coffee|52.379112517|4.89935375905
pancake|52.3748999|4.88373
spinach|52.3748999|4.88373
sandwich|52.38529|4.87164
potato|52.38529|4.87164
hummus|52.38529|4.87164
sweet potato|52.38529|4.87164
herring|52.3553801311|4.89316029243
veal|52.36327|4.91921
soup|52.363241|4.8888198
pasta|52.363241|4.8888198
falafel|52.3641253113|4.88316855389
vegetarian|52.3641253113|4.88316855389
cake|52.3731|4.8922
eggs|52.3515573|4.8916078
omelette|52.3515573|4.8916078
salmon|52.3515573|4.8916078
bread|52.37653|4.89566
pizza|52.36396|4.88447
tuna|52.36396|4.88447
fish|52.36396|4.88447
stamppot|52.3635572|4.8847262
potato|52.3635572|4.8847262
bacon|52.3635572|4.8847262
sausage|52.3635572|4.8847262
sandwich|52.3676231494|4.86760769792
coffee|52.3676231494|4.86760769792
eggs|52.37181|4.88739
mayonnaise|52.36826|4.89068
satay|52.36826|4.89068
sauce|52.36826|4.89068
onion|52.36826|4.89068
french fries|52.36826|4.89068
chips|45.4412291263|10.9958605802
rice|52.3674027675|4.89295142
bitterballen|52.356214851|4.8793012808
pancake|52.356111|4.896944
sugar|52.356111|4.896944
butter|52.356111|4.896944
carrot|52.3759065|4.899796
apple|52.3759065|4.899796
salmon|52.3759065|4.899796
poffertjes|45.7717774|9.4136817
seafood|52.3918368696|4.92569413159
shrimp|52.3918368696|4.92569413159
tuna|52.3918368696|4.92569413159
beans|52.3552944098|4.89015068461
salmon|52.3552944098|4.89015068461
bagel|52.3552944098|4.89015068461
lobster|52.3793706142|4.89377611097
tomato|52.3793706142|4.89377611097
pastry|52.3793706142|4.89377611097
veal|52.3793706142|4.89377611097
puff pastry|52.3793706142|4.89377611097
salmon|52.36747|4.86788
taco|52.36747|4.86788
salmon|52.36791|4.88288
honey|52.3615565328|4.88265459375
marshmallow|52.3615565328|4.88265459375
cream|52.3615565328|4.88265459375
ice cream|52.3615565328|4.88265459375
cheese|52.36926|4.89298
tuna|52.35118|4.874
wasabi|52.35118|4.874
sesame|52.35118|4.874
egg|52.3572619|4.8900452
tortilla|52.3572619|4.8900452
beans|52.3572619|4.8900452
eggs|52.3572619|4.8900452
avocado|52.3572619|4.8900452
cream|52.3572619|4.8900452
herring|52.3731|4.8922
fish|52.3731|4.8922
bread|52.3731|4.8922
cucumber|52.37383|4.88857
oyster|52.37383|4.88857
apple|52.37383|4.88857
salad|52.37383|4.88857
fish|52.37383|4.88857
sauce|52.37383|4.88857
cod|52.37383|4.88857
onion|52.37383|4.88857
mustard|52.37383|4.88857
cauliflower|52.37383|4.88857
ham|52.37383|4.88857
pork|52.37383|4.88857
cucumber|52.37383|4.88857
beans|52.37383|4.88857
cream|52.37383|4.88857
rice|52.37383|4.88857
pear|52.37383|4.88857
nuts|52.37383|4.88857
cream|52.37383|4.88857
foie gras|52.37383|4.88857
ice cream|52.37383|4.88857
apple|52.37383|4.88857
vanilla|52.37383|4.88857
cream|52.37383|4.88857
nuts|52.37383|4.88857
caramel|52.37383|4.88857
ice cream|52.37383|4.88857
cake|52.35306|4.9074799
potato|52.3660429|4.8653354
potatoes|52.3660429|4.8653354
sweet potato|52.3660429|4.8653354
cheese|52.3760566347|4.89909797876
poffertjes|52.3589401|4.8917999
nutella|52.3589401|4.8917999
cream|52.3589401|4.8917999
whipped cream|52.3589401|4.8917999
pizza|51.917|4.47624
apple|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
apple pie|52.3789987708|4.88641616586
lamb|52.3558917304|4.89506251481
stew|52.3558917304|4.89506251481
bean|52.3626063047|4.92242600815
hummus|52.3626063047|4.92242600815
vegetables|52.3626063047|4.92242600815
goat|52.3626063047|4.92242600815
cheese|52.3626063047|4.92242600815
sourdough|52.3626063047|4.92242600815
bread|52.3626063047|4.92242600815
pancake|52.3671675101|4.89020171576
cream|52.3671675101|4.89020171576
bacon|52.3671675101|4.89020171576
cheese|52.3671675101|4.89020171576
whipped cream|52.3671675101|4.89020171576
ice cream|52.3671675101|4.89020171576
vegetarian|52.3543701|4.8918986
hummus|52.3543701|4.8918986
vegetables|52.3543701|4.8918986
coconut|52.3731|4.8922
honey|52.3731|4.8922
yoghurt|52.3731|4.8922
fig|52.3731|4.8922
chutney|52.3731|4.8922
bitterballen|52.36747|4.86788
chorizo|52.36747|4.86788
veal|52.36747|4.86788
bun|52.3657606972|4.89754325078
meat|52.3657606972|4.89754325078
vegetarian|52.36747|4.86788
flatbread|52.356111|4.896944
feta|52.356111|4.896944
beetroot|52.3527045905|4.89141715443
cheese|52.3527045905|4.89141715443
orange|52.3527045905|4.89141715443
beef|52.3641253113|4.88316855389
wine|52.3641253113|4.88316855389
pancake|52.3701482|4.9126511
meat|52.3733733729|4.89493041246
mustard|52.3733733729|4.89493041246
dim sum|52.367432|4.8717665
frites|52.36826|4.89068
sambal|52.36826|4.89068
sauce|52.36826|4.89068
marshmallow|52.35306|4.9074799
chocolate|52.35306|4.9074799
hummus|52.3543701|4.8918986
chocolate|52.36747|4.86788
parfait|52.36747|4.86788
sauce|52.36747|4.86788
fish|52.3625593712|4.86182842533
poffertjes|52.356111|4.896944
sandwich|52.3652756505|4.87482805009
vegetables|52.3652756505|4.87482805009
tuna|52.3578049851|4.9319123631
tartare|52.3578049851|4.9319123631
potato|52.36898|4.89065
veggie burger|52.36898|4.89065
vegetarian|52.3699493|4.8437099
dumpling|52.37182|4.89623
avocado|52.3631966622|4.88975312966
toast|52.3631966622|4.88975312966
oil|52.3631966622|4.88975312966
chili oil|52.3631966622|4.88975312966
ramen|52.3701558453|4.88241075816
panna cotta|52.3794409799|4.89198061449
frites|52.3545151|4.8887567
honey|52.35071|4.85333
cinnamon|52.3731|4.8922
pomegranate|52.3731|4.8922
chips|52.3689455692|4.8903450469
vegetarian|52.3689455692|4.8903450469
eggs|52.3572619|4.8900452
apple|52.37015|4.88722
cinnamon|52.37015|4.88722
cheese|52.37015|4.88722
pancake|52.37015|4.88722
eggs|52.3705455208|4.91277617077
carrot|52.365928761|4.88670685394
cake|52.365928761|4.88670685394
carrot cake|52.365928761|4.88670685394
carbonara|52.35812|4.87793
pasta|52.35812|4.87793
muffin|52.3731|4.8922
brigadeiro|52.3731|4.8922
potato|52.3676366731|4.87322201048
tuna|52.3676366731|4.87322201048
fish|52.3676366731|4.87322201048
goat|52.3676366731|4.87322201048
cheese|52.3676366731|4.87322201048
chocolate|52.35306|4.9074799
orange|52.35306|4.9074799
cupcake|52.35306|4.9074799
cake|52.35306|4.9074799
taco|52.3557163579|4.88891677571
tea|52.37531|4.90732
cod|52.3578049851|4.9319123631
chorizo|52.3578049851|4.9319123631
potatoes|52.3578049851|4.9319123631
coffee|52.3669693|4.87105103415
seafood|52.3710594|4.8824401
cauliflower|52.3541009|4.8901967
lamb|52.3541009|4.8901967
scallops|52.3541009|4.8901967
coffee|52.3534230466|4.89438139389
carrot|52.3534230466|4.89438139389
coffee|52.3534230466|4.89438139389
porridge|52.3534230466|4.89438139389
blueberry|52.3534230466|4.89438139389
ginger|52.3534230466|4.89438139389
sushi|52.3127168803|4.94539399533
tuna|52.3127168803|4.94539399533
chocolate|52.35306|4.9074799
fudge|52.35306|4.9074799
tea|52.35306|4.9074799
salad|52.38352|4.88779
vegetables|52.38352|4.88779
vegetarian|52.38352|4.88779
sandwich|52.3579762|4.917628
salmon|52.3534230466|4.89438139389
eggs|52.3534230466|4.89438139389
wine|52.3731|4.89329
veggie burger|52.3755627095|4.89848607692
rice|52.367432|4.8717665
pineapple|52.367432|4.8717665
apple|52.367432|4.8717665
cucumber|52.367432|4.8717665
salad|52.367432|4.8717665
bun|52.367432|4.8717665
pork|52.367432|4.8717665
shrimp|52.367432|4.8717665
duck|52.367432|4.8717665
wasabi|52.367432|4.8717665
banana|52.367432|4.8717665
sorbet|52.367432|4.8717665
coconut|52.367432|4.8717665
chips|52.367432|4.8717665
herring|52.3557737253|4.8932051462
sandwich|52.3557737253|4.8932051462
eggs|52.3574028785|4.88994135782
duck|52.3564697157|4.89764928818
meat|52.37252|4.83653
heineken|52.37252|4.83653
bitterballen|52.37252|4.83653
wine|52.3731|4.89329
steak|52.3736164903|4.89426117684
sauce|52.3736164903|4.89426117684
bacon|52.35306|4.9074799
sausage|52.35306|4.9074799
sushi|52.36587|4.89531
porridge|52.3527045905|4.89141715443
shrimp|52.36747|4.86788
gin|52.36747|4.86788
noodles|52.3739141938|4.90031374781
sushi|52.3739141938|4.90031374781
cake|52.3731|4.8922
rice|52.36747|4.86788
bean|52.37371|4.90034
seafood|52.37371|4.90034
croquette|52.3731|4.8922
waffle|52.3731|4.8922
apple|52.3789987708|4.88641616586
tart|52.3789987708|4.88641616586
cream|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
whipped cream|52.3789987708|4.88641616586
coffee|52.3745213825|4.8893770055
chocolate|52.3745213825|4.8893770055
cake|52.35306|4.9074799
biscuit|52.35306|4.9074799
cookie|52.35306|4.9074799
vanilla|52.35306|4.9074799
lemon|52.3585464|4.8592304
meat|52.37606|4.86706
pizza|52.3646147189|4.88332364918
wine|52.3665212|4.8908572
bread|52.3665212|4.8908572
spareribs|52.3665212|4.8908572
fish|52.3731|4.8922
lemon|52.35306|4.9074799
cupcake|52.35306|4.9074799
cake|52.35306|4.9074799
scone|52.35306|4.9074799
coffee|52.35306|4.9074799
cheese|40.8222413576|14.118921574
sausage|40.8222413576|14.118921574
ham|52.3682896|4.8904447
cheese|52.3682896|4.8904447
mayonnaise|52.3756696412|4.89637173793
frites|52.3679|4.89102
mayonnaise|52.3679|4.89102
chocolate|52.3554982|4.891442
tofu|52.3452805556|4.89757222222
syrup|18.93161625|72.8321100233
lamb|52.3840900659|4.86846468731
sausage|52.3840900659|4.86846468731
beer|52.3840900659|4.86846468731
chocolate|52.3554982|4.891442
bean|52.38352|4.88779
guacamole|52.38352|4.88779
lime|52.38352|4.88779
mint|52.38352|4.88779
onion|52.38352|4.88779
potato|52.38352|4.88779
corn|52.38352|4.88779
coconut|52.38352|4.88779
salad|52.38352|4.88779
vegetables|52.38352|4.88779
vegetarian|52.38352|4.88779
sprouts|52.38352|4.88779
sweet potato|52.38352|4.88779
pizza|52.3581328857|4.85709418354
goat|52.3581328857|4.85709418354
cheese|52.3581328857|4.85709418354
onion|52.3581328857|4.85709418354
nuts|52.3581328857|4.85709418354
tartufo|52.3581328857|4.85709418354
pine nuts|52.3581328857|4.85709418354
eggs|52.3705455208|4.91277617077
bacon|52.3705455208|4.91277617077
sushi|52.38352|4.88779
fruit|52.35306|4.9074799
cake|52.35306|4.9074799
syrup|52.35306|4.9074799
fruit cake|52.35306|4.9074799
croissant|52.37545|4.89284
sausage|52.37545|4.89284
bacon|52.37545|4.89284
eggs|52.37545|4.89284
tomato|52.37545|4.89284
fruit|52.37545|4.89284
sushi|52.2971437625|4.7060803933
steak|52.37653|4.89566
chocolate|52.3731|4.8922
salmon|52.3800004007|4.85402584076
quinoa|52.3800004007|4.85402584076
salad|52.3800004007|4.85402584076
duck|52.3800004007|4.85402584076
apple|52.3800004007|4.85402584076
sauce|52.3800004007|4.85402584076
trifle|52.3800004007|4.85402584076
vanilla|52.3800004007|4.85402584076
cream|52.3800004007|4.85402584076
potato|52.36677|4.91239
steak|52.36677|4.91239
avocado|52.368878022|4.90043921149
lobster|52.3312770921|4.87924103583
churros|52.373056|4.892778
nutella|52.373056|4.892778
strawberry|52.373056|4.892778
rice|52.3630936|4.8758673
pancake|52.3574028785|4.88994135782
chips|52.3731|4.8922
ramen|52.372055362|4.89567813344
egg|52.372055362|4.89567813344
eggs|52.372055362|4.89567813344
fish|52.3697884047|4.88904725211
oatmeal|52.3775199|4.89308
ginger|52.3775199|4.89308
apple|52.3775199|4.89308
salad|52.3518285|4.8572732
salmon|52.3397775244|4.87284898989
ramen|52.3397775244|4.87284898989
coffee|52.3731|4.8922
pizza|52.3655098|4.8764448
spareribs|52.3665212|4.8908572
champagne|52.3665212|4.8908572
latte|51.92105|4.47222
spareribs|52.32286|4.95644
beef|52.3520649081|4.85660765498
chips|52.3520649081|4.85660765498
fruit|52.3712921|4.8710384
rice|52.36747|4.86788
ham|52.36747|4.86788
hummus|52.36747|4.86788
falafel|52.36747|4.86788
seafood|52.3597107|4.8776941
fish|52.3597107|4.8776941
lobster|52.3597107|4.8776941
bitterballen|52.3646944795|4.88377769694
cheese|52.3646944795|4.88377769694
pancake|52.3646944795|4.88377769694
tuna|52.3616395905|4.88250426805
fish|52.3616395905|4.88250426805
butter|52.3616395905|4.88250426805
seafood|52.3616395905|4.88250426805
meat|52.3616395905|4.88250426805
pancake|52.3757499|4.89529
bacon|52.3757499|4.89529
mushrooms|52.3757499|4.89529
cheese|52.3757499|4.89529
nutella|52.3740501271|4.8980612909
polenta|52.3671831785|4.89364018556
cheese|52.3627215025|4.92705210577
pho|52.37425|4.90034
avocado|52.367478|4.894101
crab|52.367478|4.894101
oyster|52.367478|4.894101
cream|52.367478|4.894101
ice cream|52.367478|4.894101
seafood|52.37094|4.89364
mussels|52.37094|4.89364
herring|52.3741926998|4.8938423959
fish|52.3741926998|4.8938423959
yogurt|52.3731|4.8922
sprinkles|52.3731|4.8922
wafer|52.3731|4.8922
frozen yogurt|52.3731|4.8922
chocolate|52.367463|4.89404
croquette|52.3616275|4.8918254
cheese|52.3616275|4.8918254
salad|52.37335|4.90627
pomegranate|52.37335|4.90627
goat|52.37335|4.90627
cheese|52.37335|4.90627
pumpkin|52.37335|4.90627
mushrooms|52.37335|4.90627
onion|52.37335|4.90627
cake|52.37335|4.90627
orange|52.37335|4.90627
cream|52.37335|4.90627
ice cream|52.37335|4.90627
pickles|52.3777577323|4.89613599107
cream|52.362353|4.924068
cheese|52.362353|4.924068
veggie burger|52.35917|4.88288
sushi|52.3723615964|4.89114485463
lettuce|52.3748055|4.873281
squid|52.3748055|4.873281
pho|52.3551755828|4.89115536286
apple|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
cream|52.3789987708|4.88641616586
apple pie|52.3789987708|4.88641616586
mussels|52.38644|4.86806
seafood|52.38644|4.86806
eggs|52.3518285|4.8572732
bacon|52.3518285|4.8572732
apple|52.3518285|4.8572732
muffin|52.35306|4.9074799
eggs|52.35306|4.9074799
bacon|52.35306|4.9074799
sausage|52.35306|4.9074799
english muffin|52.35306|4.9074799
toast|52.3703721534|4.89294469357
french toast|52.3703721534|4.89294469357
sushi|52.3616395905|4.88250426805
lamb|52.3564697157|4.89764928818
sausage|52.3564697157|4.89764928818
rice|52.3564697157|4.89764928818
kas|52.35229|4.93057
seafood|52.36873|4.8906
crab|52.3665212|4.8908572
spareribs|52.3665212|4.8908572
sauce|52.36826|4.89068
ketchup|52.36826|4.89068
mayonnaise|52.36826|4.89068
peanut|52.36826|4.89068
curry|52.36826|4.89068
frites|52.36826|4.89068
macaron|52.3731|4.8922
apple|52.3789987708|4.88641616586
crumble|52.3789987708|4.88641616586
cream|52.3789987708|4.88641616586
pancake|52.3789987708|4.88641616586
coffee|52.3789987708|4.88641616586
pie|52.3789987708|4.88641616586
ice cream|52.3789987708|4.88641616586
apple pie|52.3789987708|4.88641616586
kebab|52.3752336423|4.89564700308
sandwich|52.3752336423|4.89564700308
shawarma|52.3752336423|4.89564700308
coffee|52.3737145|4.896016
waffle|52.3737145|4.896016
cream|52.3737145|4.896016
chocolate|52.3737145|4.896016
sauce|52.3737145|4.896016
cake|52.3737145|4.896016
caramel|52.3737145|4.896016
bread|52.3737145|4.896016
butter|52.3737145|4.896016
pudding|52.3737145|4.896016
ice cream|52.3737145|4.896016
white chocolate|52.3737145|4.896016
latte|52.38673|4.86933
frappuccino|52.38673|4.86933
coffee|52.38673|4.86933
beans|52.38673|4.86933
espresso|52.38673|4.86933
soup|52.3561191731|4.89226256486
poffertjes|52.356111|4.896944
trifle|52.3564697157|4.89764928818
avocado|52.3624877466|4.93491703176
toast|52.3624877466|4.93491703176
egg|52.3624877466|4.93491703176
chips|52.3547223|4.8878302
salad|52.3547223|4.8878302
steak|52.3547223|4.8878302
meat|52.3547223|4.8878302
eggs|52.3572619|4.8900452
latte|52.3572619|4.8900452
coffee|52.38673|4.86933
beans|52.38673|4.86933
espresso|52.38673|4.86933
sprinkles|52.371315|4.8890971
potato|52.37617|4.90007
onion|52.37617|4.90007
vegetables|52.37617|4.90007
gin|52.36747|4.86788
risotto|52.37617|4.90007
peas|52.37617|4.90007
beans|52.37617|4.90007
vegetarian|52.37617|4.90007
meat|52.37617|4.90007
pho|52.367432|4.8717665
meat|52.367432|4.8717665
seafood|52.3597107|4.8776941
paella|52.37551|4.89852
cookie|52.36888229|4.88852611638
chocolate|52.36888229|4.88852611638
spareribs|52.3665212|4.8908572
pizza|52.3731|4.8922
herring|52.3697884047|4.88904725211
fruit|52.36324|4.87747
heineken|52.3731|4.8922
pho|52.3731|4.8922
coffee|52.3731|4.8922
spinach|52.7333333333|4.75
pumpkin|52.7333333333|4.75
cherry|52.7333333333|4.75
salmon|52.7333333333|4.75
eggs|52.7333333333|4.75
miso|52.7333333333|4.75
coffee|52.38673|4.86933
chocolate|52.38673|4.86933
toffee|52.38673|4.86933
banana|52.3703721534|4.89294469357
strawberry|52.3703721534|4.89294469357
raspberry|52.3703721534|4.89294469357
blueberry|52.3703721534|4.89294469357
pancake|52.37047|4.88324
mushrooms|52.37047|4.88324
poffertjes|52.372573|4.900503
nutella|52.372573|4.900503
butter|52.372573|4.900503
sugar|52.372573|4.900503
frites|52.36826|4.89068
peanut|52.36826|4.89068
sauce|52.36826|4.89068
wine|52.34064|4.84284
water|52.3763753606|4.8978794663
cinnamon|52.3775918|4.8862557
sandwich|52.3724414216|4.88374529202
honey|52.3724414216|4.88374529202
pear|52.3724414216|4.88374529202
apple|52.3724414216|4.88374529202
mozzarella|52.34064|4.84284
fruit|52.34064|4.84284
salad|52.3518285|4.8572732
pasta|52.3731|4.8922
pizza|52.3731|4.8922
baguette|52.3624422236|4.89182291965
courgette|52.3624422236|4.89182291965
mozzarella|52.34064|4.84284
fruit|52.34064|4.84284
fish|52.3763753606|4.8978794663
lobster|52.3763753606|4.8978794663
mozzarella|52.34064|4.84284
fruit|52.34064|4.84284
soup|52.3731|4.8922
vegetarian|52.3731|4.8922
ramen|52.3731|4.8922
noodle soup|52.3731|4.8922
eggs|52.3624422236|4.89182291965
fruit|52.3440769153|4.90109505399
beans|52.3847499|4.89428
tuna|52.3847499|4.89428
salad|52.3847499|4.89428
bagel|52.3847499|4.89428
coffee|52.3847499|4.89428
tuna salad|52.3847499|4.89428
cheeseburger|52.3665212|4.8908572
hamburger|52.3665212|4.8908572
veal|52.197956|4.896558
rice|52.197956|4.896558
salad|52.36561757|4.8976694
chocolate|52.367478|4.894101
pretzel|52.3433512|4.8905854
bread|52.3433512|4.8905854
rillettes|52.3433512|4.8905854
butter|52.3433512|4.8905854
gin|52.3433512|4.8905854
lamb|52.3536186|4.8871851
meat|52.3536186|4.8871851
syrup|52.3712921|4.8710384
fritter|52.3518285|4.8572732
eggs|52.3701482|4.9126511
cheese|52.3701482|4.9126511
avocado|52.3701482|4.9126511
potatoes|52.3701482|4.9126511
garlic|52.3701482|4.9126511
mushrooms|52.3701482|4.9126511
toast|52.3701482|4.9126511
wine|52.3594589|4.88451
tea|52.3642578|4.8869863
coffee|52.3642578|4.8869863
aubergine|52.3440769153|4.90109505399
paprika|52.3440769153|4.90109505399
cheese|52.38896|4.87994
fish|52.38896|4.87994
bouillabaisse|52.38896|4.87994
hamburger|52.38896|4.87994
beef|52.3775199|4.89308
kimchi|52.3775199|4.89308
avocado|52.37235|4.89461
beef|52.3662824202|4.89566775165
pickles|52.3662824202|4.89566775165
mushrooms|52.3662824202|4.89566775165
cheese|52.3662824202|4.89566775165
coffee|52.384449|4.9283099
poffertjes|52.36277|4.88116
sugar|52.36277|4.88116
butter|52.36277|4.88116
chocolate|52.3727892373|4.87733960152
wine|52.3594589|4.88451
hamburger|52.3679928068|4.89023277556
sushi|52.3756056167|4.9002240536
coffee|52.3703721534|4.89294469357
poffertjes|52.36277|4.88116
sugar|52.36277|4.88116
butter|52.36277|4.88116
vegetarian|52.3662465|4.8928973
salad|52.3662465|4.8928973
stroopwafel|52.3558917304|4.89506251481
pancake|52.3731|4.8922
smoothies|52.37718|4.88867
sandwich|52.37718|4.88867
coffee|52.37718|4.88867
chicken sandwich|52.37718|4.88867
avocado|52.359969|4.885325
quinoa|52.359969|4.885325
pomegranate|52.359969|4.885325
honey|52.197956|4.896558
aubergine|52.197956|4.896558
crumble|52.359969|4.885325
beef|52.3726247947|4.89678314232
steak|52.3726247947|4.89678314232
cheese|52.3726247947|4.89678314232
pastry|52.3616275|4.8918254
coffee|52.3527045905|4.89141715443
heineken|52.3579987591|4.89159802978
beer|52.3579987591|4.89159802978
pizza|52.3770106512|4.88198803464
banana|52.3527045905|4.89141715443
coconut|52.3527045905|4.89141715443
chocolate|52.3527045905|4.89141715443
vegetables|52.3724414216|4.88374529202
cheeseburger|52.3690683|4.87894403524
mustard|52.3690683|4.87894403524
cheese|52.3690683|4.87894403524
parfait|52.3724414216|4.88374529202
yogurt|52.3724414216|4.88374529202
caramel|52.35306|4.9074799
cupcake|52.35306|4.9074799
bacon|52.35306|4.9074799
cake|52.35306|4.9074799
cake|52.3511808|4.8918346
chocolate|52.37283|4.88941
beer|52.3527045905|4.89141715443
burrito|52.3564697157|4.89764928818
soup|52.3564697157|4.89764928818
minestrone|52.3564697157|4.89764928818
asparagus|52.380170948|4.88539474165
aubergine|52.380170948|4.88539474165
beetroot|52.380170948|4.88539474165
mozzarella|52.380170948|4.88539474165
squid|52.380170948|4.88539474165
pasta|52.380170948|4.88539474165
shrimp|52.380170948|4.88539474165
bacon|52.36277|4.88116
pizza|52.36277|4.88116
syrup|52.36277|4.88116
poffertjes|52.36277|4.88116
coffee|52.3609402961|4.88827599861
bitterballen|52.3609402961|4.88827599861
salmon|52.37046|4.88381
toast|52.37046|4.88381
garlic|52.37046|4.88381
butter|52.37046|4.88381
vegetarian|52.3794962|4.8708729
pita|52.3794962|4.8708729
cocktail|52.35684|4.90441
spaghetti|52.35684|4.90441
cake|52.35306|4.9074799
orange|52.35306|4.9074799
muffin|52.35306|4.9074799
cake|52.35306|4.9074799
coffee|52.35306|4.9074799
bitterballen|52.3789987708|4.88641616586
beer|52.3789987708|4.88641616586
beef|52.3789987708|4.88641616586
seafood|52.3731|4.8922
brownie|52.3772097|4.8944873
yoghurt|52.3772097|4.8944873
coconut|52.3772097|4.8944873
beef|52.37046|4.88381
stew|52.37046|4.88381
cinnamon|52.37046|4.88381
apple|52.37046|4.88381
sauce|52.37046|4.88381
stroopwafel|52.3558917304|4.89506251481
caramel|52.3558917304|4.89506251481
waffle|52.3558917304|4.89506251481
coffee|52.3558917304|4.89506251481
tea|52.3558917304|4.89506251481
waffle|52.3766763701|4.89786388075
pistachio|52.371717854|4.9070799966
ramen|52.3701558453|4.88241075816
honey|52.3731|4.8922
banana|52.3731|4.8922
tempeh|52.3731|4.8922
beer|52.3731|4.8922
squid|52.371628542|4.907540505
banana|52.3574028785|4.88994135782
egg|52.3731|4.8922
sushi|52.3731|4.8922
vegetarian|52.3530753897|4.89418427921
couscous|52.3530753897|4.89418427921
meat|52.3530753897|4.89418427921
tarte tatin|52.3530753897|4.89418427921
blt|52.3635851|4.9358901
sandwich|52.3635851|4.9358901
avocado|52.3635851|4.9358901
salmon|52.3635851|4.9358901
beef|52.371717854|4.9070799966
spekkoek|52.3550009486|4.89021036739
dal|52.3550009486|4.89021036739
stroopwafel|52.3731|4.8922
caramel|52.3731|4.8922
pizza|52.35143|4.87202
cheese|52.3668938701|4.89203481609
pizza|52.3524|4.89463
wine|52.3524|4.89463
cheese|52.3524|4.89463
sauce|52.3731|4.8922
cake|52.3838072713|4.88532525809
stroopwafel|52.3558917304|4.89506251481
chocolate|52.3558917304|4.89506251481
hamburger|52.3607|4.90491
gnocchi|52.3594589|4.88451
peas|52.3594589|4.88451
sauce|52.3594589|4.88451
scallops|52.3772647|4.8946123
pasta|52.3772647|4.8946123
egg|52.3731|4.8922
avocado|52.3731|4.8922
coffee|52.3731|4.8922
waffle|52.3563395068|4.92738464872
eggs|52.3563395068|4.92738464872
corn|52.3563395068|4.92738464872
bread|52.3563395068|4.92738464872
beans|52.3563395068|4.92738464872
avocado|52.3563395068|4.92738464872
pork|52.3563395068|4.92738464872
coffee|52.3527045905|4.89141715443
cheese|52.3735253468|4.89763986239
tomato|52.3735253468|4.89763986239
ham|52.3735253468|4.89763986239
spareribs|52.3641253113|4.88316855389
pizza|52.37167|4.86255
bitterballen|52.38078|4.88742
pizza|52.37167|4.86255
pizza|52.3655098|4.8764448
salad|52.3731|4.8922
pomegranate|52.3731|4.8922
spinach|52.3731|4.8922
avocado|52.3731|4.8922
pita|52.358850942|4.87058125141
cauliflower|52.0938909051|5.09222745895
corn|52.0938909051|5.09222745895
vegetables|52.0938909051|5.09222745895
salad|52.33729|4.8712099
beer|52.35323|4.86351
okonomiyaki|52.37644|4.88217
wine|52.3665212|4.8908572
hamburger|52.3665212|4.8908572
wine|52.3664712418|4.89080258455
hamburger|52.3664712418|4.89080258455
pickles|52.36263|4.86386
cabbage|52.3741184032|4.89732907493
potato|52.3741184032|4.89732907493
wine|52.3741184032|4.89732907493
sauce|52.3741184032|4.89732907493
yogurt|52.3741184032|4.89732907493
sweet potato|52.3741184032|4.89732907493
veal|52.3741184032|4.89732907493
honey|52.3741184032|4.89732907493
polenta|52.3741184032|4.89732907493
mushrooms|52.3741184032|4.89732907493
spinach|52.3741184032|4.89732907493
lime|52.3741184032|4.89732907493
butter|52.3741184032|4.89732907493
brioche|52.3462926532|4.86771679347
beetroot|52.3789987708|4.88641616586
soup|52.3789987708|4.88641616586
herring|52.3789987708|4.88641616586
cream|52.3789987708|4.88641616586
soup|52.3747615|4.8988886
tea|52.3747615|4.8988886
scallops|52.3578049851|4.9319123631
rendang|52.3578049851|4.9319123631
salad|52.3578049851|4.9319123631
cookie|52.3731|4.8922
chocolate|52.3731|4.8922
kas|52.3358584|4.94741457
frites|52.37503027|4.89565441
paella|52.3748227846|4.8992533929
seafood|52.3748227846|4.8992533929
chorizo|52.3748227846|4.8992533929
tuna|52.3320395958|4.89137484742
kas|52.35229|4.93057
eggs|52.3652756505|4.87482805009
chips|52.3731|4.8922
kas|52.35229|4.93057
sausage|52.3731|4.8922
pear|52.3731|4.8922
vegetarian|52.3742561|4.9348596
tapas|52.3738797875|4.90214068375
bagel|52.368878022|4.90043921149
duck|52.3724191451|4.88411963004
ramen|52.3724191451|4.88411963004
beer|52.3841536104|4.9009393966
crab|52.3599414024|4.87726462866
kas|52.35229|4.93057
coffee|52.35881|4.88037
kas|52.3358584|4.94741457
chocolate|52.3800004007|4.85402584076
cake|52.3800004007|4.85402584076
chocolate cake|52.3800004007|4.85402584076
spareribs|52.3654629|4.8856113
meringue|52.36778|4.8575
beef|52.36263|4.86386
